,Suhu3pm,Suhu9am,SuhuMax,Tekanan3pm
87183,24.8,21.4,25.5,1014.8
87184,12.7,11.1,13.4,1021.2
87185,17.6,13.8,19.3,1007.5
87186,22.1,14.1,22.2,1020.9
87187,22.6,12.8,23.6,1021.6
87188,11.9,9.2,12.6,1019.2
87189,19.3,21.2,21.2,
87190,28.0,26.9,29.8,1012.2
87191,25.1,22.6,26.2,1016.9
87192,20.8,18.2,21.7,1018.4
87193,29.8,20.3,31.2,1016.8
87194,11.5,11.6,13.6,998.4
87195,28.8,18.4,29.8,1019.7
87196,19.6,15.2,20.0,1017.2
87197,32.8,29.2,33.7,1003.5
87198,17.2,14.2,17.5,1021.4
87199,25.0,23.4,25.8,1011.7
87200,21.5,13.7,22.7,1015.5
87201,19.9,14.1,21.0,1016.4
87202,21.7,16.5,23.1,
87203,15.0,9.9,15.7,1021.6
87204,29.2,20.9,30.6,1011.6
87205,5.3,6.1,8.5,
87206,18.2,16.3,20.5,1021.5
87207,17.2,14.5,18.1,1014.2
87208,24.8,21.1,27.8,1013.8
87209,13.6,9.0,14.2,1003.8
87210,13.7,14.4,16.6,
87211,21.1,20.7,22.6,1018.0
87212,18.6,14.1,19.5,1013.6
87213,31.4,21.6,32.0,1009.7
87214,22.5,18.1,23.7,1020.5
87215,30.5,28.3,31.1,1008.7
87216,30.3,19.9,31.2,1010.9
87217,20.8,17.9,23.2,1014.9
87218,31.3,23.8,33.5,1005.1
87219,16.3,19.3,19.5,1011.3
87220,18.0,15.1,20.1,1025.6
87221,24.9,22.7,27.9,1009.9
87222,21.4,19.4,24.0,1010.2
87223,20.5,15.1,22.3,1023.4
87224,15.8,11.1,16.9,1015.1
87225,21.8,13.7,25.0,
87226,30.4,29.4,31.1,1004.2
87227,30.4,22.0,31.1,1004.0
87228,16.1,13.7,20.7,1009.3
87229,16.9,15.9,18.4,1019.1
87230,19.6,14.4,21.2,1017.5
87231,17.1,10.2,17.8,1030.7
87232,23.0,16.6,25.2,
87233,11.9,1.5,12.5,1024.9
87234,23.1,21.6,23.4,1015.6
87235,17.6,7.0,18.1,
87236,17.9,15.8,19.5,1015.4
87237,40.0,29.8,40.9,1010.4
87238,,,,
87239,24.4,21.1,26.1,1018.0
87240,22.2,22.7,26.3,1007.2
87241,24.6,12.2,25.8,1019.7
87242,18.2,6.1,19.1,1020.1
87243,18.4,17.0,22.2,1021.4
87244,25.8,16.6,28.4,1012.4
87245,31.3,22.0,32.1,1011.7
87246,10.0,4.9,10.3,1018.2
87247,23.9,16.6,25.5,1017.5
87248,17.5,15.5,18.7,
87249,,27.4,33.3,1005.5
87250,15.3,11.1,16.6,1013.6
87251,12.2,8.7,13.8,1028.7
87252,14.7,12.8,16.0,1022.5
87253,15.9,14.9,16.9,1018.9
87254,28.3,28.2,31.3,1007.5
87255,16.0,16.9,19.5,1017.6
87256,21.4,19.2,23.3,1009.0
87257,24.0,23.8,27.4,1015.7
87258,19.7,16.1,21.8,1017.5
87259,16.9,16.3,17.5,1015.8
87260,19.2,21.8,24.2,1004.8
87261,29.5,28.1,33.2,1010.0
87262,30.0,16.2,33.6,1005.3
87263,34.7,24.1,35.8,1011.7
87264,11.6,9.6,12.3,1025.3
87265,14.5,14.4,16.1,1021.7
87266,19.1,13.7,20.6,
87267,19.8,20.3,23.3,1002.0
87268,19.3,18.4,20.2,1007.0
87269,26.5,21.5,27.1,1011.8
87270,17.0,15.7,22.0,1006.7
87271,17.3,13.4,18.9,1015.8
87272,29.0,26.2,29.5,
87273,22.9,20.7,24.9,1006.5
87274,22.7,21.0,23.7,1022.4
87275,20.6,19.9,21.5,1014.8
87276,13.7,10.6,14.3,1025.9
87277,19.8,15.6,22.5,1012.3
87278,19.1,12.7,21.1,1014.8
87279,27.2,25.8,28.7,1012.4
87280,18.1,14.7,19.3,1023.6
87281,29.3,28.9,30.7,1013.9
87282,15.2,12.2,16.0,
87283,24.8,26.7,29.2,1006.7
87284,18.3,14.5,19.1,1017.4
87285,28.5,31.2,34.9,1008.2
87286,21.9,14.9,23.5,1018.6
87287,24.4,20.1,25.6,1012.7
87288,18.5,13.1,19.0,1025.2
87289,20.3,18.3,21.9,1010.8
87290,14.0,12.6,15.8,1011.5
87291,16.1,11.4,18.4,1008.1
87292,28.9,19.9,29.2,1012.0
87293,32.3,22.2,33.1,
87294,,29.4,37.5,1009.8
87295,12.3,12.6,13.6,1005.8
87296,28.0,25.3,30.2,1010.8
87297,17.9,10.2,19.7,1023.8
87298,28.5,20.4,29.2,1013.6
87299,14.0,8.1,15.2,1014.8
87300,13.9,7.6,14.1,1025.6
87301,13.4,4.6,14.5,1030.1
87302,27.5,24.9,28.9,1009.7
87303,27.5,26.3,28.7,1013.1
87304,20.7,10.4,21.1,993.1
87305,14.5,9.9,15.7,1015.1
87306,25.3,18.3,26.0,1022.6
87307,25.9,23.1,29.9,1016.0
87308,22.0,11.5,22.5,1015.8
87309,23.7,17.9,24.6,1018.0
87310,15.9,14.1,17.5,1011.2
87311,11.5,9.8,14.2,1023.3
87312,12.4,5.7,13.4,1026.2
87313,22.5,19.1,23.5,1013.3
87314,16.7,10.8,17.2,
87315,12.6,7.6,13.5,1031.7
87316,36.5,28.3,38.1,1005.9
87317,21.4,17.6,22.0,1023.8
87318,29.3,24.2,31.4,993.9
87319,30.0,22.7,31.9,1011.7
87320,12.8,5.9,13.5,1033.3
87321,25.0,22.5,31.2,1011.0
87322,20.7,12.9,22.1,1014.5
87323,18.7,13.4,18.9,1017.6
87324,,,,
87325,22.3,16.3,23.6,1008.8
87326,22.1,21.0,22.2,
87327,15.3,13.6,16.9,1003.2
87328,27.3,18.2,28.8,1017.5
87329,18.0,11.0,18.4,1020.5
87330,28.1,20.9,28.7,1005.0
87331,14.1,8.2,14.7,1027.6
87332,24.7,23.9,28.4,1005.2
87333,15.5,10.4,16.0,1023.4
87334,27.8,27.6,33.2,1010.5
87335,15.6,9.7,18.5,1017.7
87336,25.5,17.6,27.1,1017.1
87337,18.9,12.8,20.7,1016.3
87338,28.6,24.2,29.7,1008.4
87339,26.4,19.3,28.9,1018.2
87340,19.0,20.9,21.5,1017.6
87341,29.4,18.6,31.3,1017.1
87342,20.1,7.7,20.2,1023.9
87343,17.1,5.3,17.5,1020.6
87344,11.3,4.5,12.1,1020.4
87345,11.8,7.6,12.8,1016.3
87346,31.5,28.0,32.2,1013.2
87347,23.1,25.9,27.3,1007.0
87348,23.2,25.0,26.9,1020.1
87349,17.7,16.6,20.9,1027.8
87350,21.8,22.0,23.5,1010.7
87351,33.4,23.0,35.4,1013.9
87352,20.5,16.1,21.6,1020.4
87353,18.3,17.9,24.5,1006.1
87354,27.5,19.3,29.7,1014.3
87355,31.1,17.2,33.3,1010.4
87356,24.4,16.6,25.6,1013.8
87357,19.7,19.1,20.8,
87358,27.1,26.9,28.9,1013.7
87359,,,23.0,
87360,28.5,27.8,30.3,1008.5
87361,19.6,11.6,21.1,1017.5
87362,20.2,15.9,22.4,1021.6
87363,,17.5,20.1,1017.2
87364,13.4,8.0,14.0,1019.6
87365,19.9,17.8,24.1,
87366,21.7,18.1,22.9,1010.8
87367,18.9,17.6,22.8,1014.1
87368,30.9,22.8,31.5,1015.7
87369,22.8,21.2,26.6,1010.4
87370,27.1,25.6,29.1,1012.2
87371,20.8,16.6,22.0,1005.5
87372,21.7,24.2,27.1,1008.3
87373,20.8,14.1,22.3,1013.6
87374,40.9,35.4,42.7,1005.7
87375,16.3,11.3,17.1,1013.7
87376,29.8,18.1,31.7,1013.4
87377,11.7,9.5,12.3,1020.9
87378,24.9,23.2,27.2,1003.8
87379,39.0,30.0,40.5,
87380,33.4,21.3,34.8,1013.9
87381,13.2,10.6,14.0,1018.3
87382,24.4,17.6,25.0,1008.6
87383,27.1,27.4,30.5,1010.6
87384,,28.5,37.5,1010.0
87385,21.1,19.4,23.2,1013.5
87386,25.5,21.1,26.4,1009.2
87387,8.5,9.0,11.7,
87388,18.9,16.7,22.7,1013.1
87389,21.2,13.9,21.9,1016.2
87390,13.3,10.9,16.1,1014.4
87391,19.5,12.7,21.4,
87392,11.9,9.7,13.8,1033.2
87393,23.4,20.4,24.4,1022.9
87394,35.7,27.4,36.9,1002.6
87395,16.6,17.0,20.6,1017.8
87396,16.6,13.1,17.7,
87397,32.7,30.5,33.9,1006.9
87398,15.0,14.3,16.8,1029.3
87399,27.1,17.9,27.6,1013.7
87400,16.2,12.9,18.2,1020.9
87401,0.1,-4.1,0.3,
87402,16.6,8.4,16.9,1025.6
87403,14.7,10.4,16.5,1027.0
87404,25.8,17.7,26.4,
87405,22.4,16.6,24.5,1014.2
87406,24.2,17.0,25.9,1008.9
87407,,19.6,27.0,
87408,30.4,18.5,31.1,1016.0
87409,30.4,24.4,30.9,1006.3
87410,29.2,19.0,31.5,
87411,13.6,8.7,14.0,1020.0
87412,18.0,12.4,19.1,
87413,14.6,10.5,15.3,1002.2
87414,14.6,4.8,15.0,1027.2
87415,24.7,21.9,26.3,1002.5
87416,19.9,15.5,21.2,1019.4
87417,14.4,14.2,16.2,1004.6
87418,11.7,5.5,12.2,1013.5
87419,29.7,22.0,30.6,1012.2
87420,27.2,25.7,27.7,1014.4
87421,18.2,13.7,20.0,1016.2
87422,27.4,23.4,29.0,1015.9
87423,22.0,18.1,24.0,1008.8
87424,16.5,8.7,17.2,1021.4
87425,11.6,10.4,12.6,1024.4
87426,21.6,16.1,22.0,1024.4
87427,20.6,17.0,21.2,1016.2
87428,30.2,25.0,35.5,1008.5
87429,16.3,18.9,23.3,1011.6
87430,17.2,8.4,18.2,1016.6
87431,17.4,15.4,18.7,1019.8
87432,27.6,21.7,29.3,1012.6
87433,9.8,7.4,10.9,998.3
87434,20.5,18.2,23.4,1010.5
87435,21.1,18.1,21.7,
87436,22.4,14.7,22.9,1018.9
87437,18.5,18.2,20.0,1004.0
87438,14.3,14.2,15.5,1003.6
87439,22.3,25.8,26.4,1011.2
87440,22.6,22.1,26.1,1009.6
87441,27.8,19.7,29.4,1017.3
87442,13.2,12.8,15.8,1013.9
87443,30.5,29.2,31.3,1015.1
87444,16.6,15.3,19.3,1016.7
87445,24.8,19.3,25.3,1012.2
87446,31.7,21.5,33.7,1010.0
87447,33.4,28.2,34.2,1010.5
87448,18.3,12.7,19.2,1028.1
87449,34.6,21.6,35.9,1018.4
87450,20.1,16.6,22.7,1007.5
87451,24.1,20.7,25.4,1006.9
87452,,,35.5,1005.7
87453,20.8,15.3,22.2,1023.2
87454,18.7,14.8,20.3,1019.9
87455,21.0,18.6,22.6,1016.1
87456,18.0,16.7,20.0,1019.2
87457,11.6,5.6,12.1,1024.1
87458,15.8,5.3,16.0,
87459,39.4,29.7,40.1,1001.6
87460,12.3,10.2,13.7,1018.4
87461,24.3,21.7,25.5,1023.3
87462,13.5,10.4,13.9,1019.2
87463,24.2,21.1,26.0,
87464,24.5,20.7,27.0,1015.1
87465,14.9,3.6,15.2,1033.3
87466,30.2,17.3,30.7,1012.9
87467,26.9,20.4,27.9,1010.7
87468,3.2,0.2,4.1,
87469,25.2,22.6,25.8,1018.0
87470,18.8,11.8,19.2,1017.6
87471,17.4,16.6,18.6,1021.7
87472,29.0,26.5,30.3,1006.4
87473,10.9,10.2,12.6,1014.4
87474,18.4,17.6,20.6,1018.8
87475,24.4,18.5,25.2,1013.2
87476,15.5,13.4,16.7,1022.4
87477,30.5,23.3,31.2,1015.8
87478,,,14.3,
87479,33.6,26.2,35.4,1010.4
87480,9.8,8.2,11.7,1023.0
87481,20.5,18.8,22.9,1015.6
87482,,12.6,16.4,1007.5
87483,19.6,18.6,22.3,1007.6
87484,16.8,14.9,17.6,1024.3
87485,20.7,13.5,21.4,1028.7
87486,12.5,8.6,14.7,1019.3
87487,40.2,24.8,41.7,
87488,13.7,5.7,14.0,1025.7
87489,28.7,16.0,29.8,1010.5
87490,24.1,29.8,32.2,1009.9
87491,9.3,11.0,12.8,1016.2
87492,,15.4,17.2,1022.7
87493,17.3,17.1,18.8,1016.2
87494,23.5,22.6,25.8,1016.9
87495,28.9,25.8,32.8,1012.0
87496,12.4,7.8,13.9,1015.5
87497,20.8,12.1,22.4,1009.0
87498,12.1,8.6,12.5,1034.1
87499,20.9,17.1,21.3,1002.6
87500,17.7,13.9,18.1,994.2
87501,28.6,20.2,29.5,1015.2
87502,26.4,20.2,27.8,1009.9
87503,16.1,14.0,19.0,1020.5
87504,11.2,9.2,11.8,1013.5
87505,31.9,29.7,33.4,1009.9
87506,14.0,8.7,15.6,1020.5
87507,33.3,26.2,34.9,1009.2
87508,17.2,13.7,18.0,1010.8
87509,29.9,29.4,31.1,1007.2
87510,23.2,14.5,24.0,1027.4
87511,23.0,19.3,23.9,1023.8
87512,31.5,25.0,31.9,1015.6
87513,25.6,23.8,26.8,1016.2
87514,24.1,24.0,27.0,1012.7
87515,38.0,31.8,39.7,
87516,24.2,18.0,26.0,1013.2
87517,23.5,20.4,24.8,1004.4
87518,28.0,17.5,31.3,1016.5
87519,22.6,20.1,22.9,1024.4
87520,15.0,12.1,16.9,1006.4
87521,26.8,21.9,29.0,1009.7
87522,24.3,17.2,25.1,1007.8
87523,32.6,26.7,32.8,1011.6
87524,17.5,13.5,17.9,1021.7
87525,26.7,22.8,28.4,1006.3
87526,25.5,28.2,30.6,1008.4
87527,19.4,17.6,21.4,
87528,28.5,26.5,29.4,1005.4
87529,14.1,11.1,15.2,1014.4
87530,,,,
87531,16.5,11.1,17.2,1017.2
87532,18.0,17.3,20.0,1008.0
87533,18.7,9.9,19.1,1017.8
87534,28.8,24.9,31.7,1008.2
87535,23.7,22.6,24.3,1020.9
87536,29.7,27.9,31.0,1008.2
87537,30.2,29.6,32.4,1011.5
87538,24.9,19.8,27.1,1015.4
87539,19.3,13.9,20.9,1022.2
87540,29.2,21.3,31.5,1009.7
87541,19.9,15.2,21.0,1010.7
87542,20.2,15.4,21.6,1013.3
87543,31.5,19.9,32.3,1008.7
87544,23.2,20.7,23.3,1007.6
87545,19.3,16.1,20.8,1013.0
87546,16.9,13.9,19.0,
87547,13.8,10.4,14.7,1021.0
87548,21.3,19.1,23.4,1012.8
87549,20.8,17.1,23.9,
87550,24.4,17.6,25.0,1018.2
87551,23.9,17.6,24.5,1003.1
87552,29.2,28.4,31.1,1014.5
87553,31.6,28.7,33.1,1007.1
87554,18.6,18.3,21.9,1009.9
87555,23.9,17.0,25.5,1009.2
87556,17.4,16.5,19.4,1019.3
87557,19.5,15.1,20.5,1012.5
87558,33.9,25.1,35.3,1011.1
87559,21.4,18.9,22.0,1018.7
87560,26.1,13.9,26.2,1019.6
87561,39.3,31.3,40.8,1007.2
87562,23.0,13.2,25.1,1019.2
87563,30.0,17.2,31.9,1013.1
87564,19.3,16.9,21.0,1013.3
87565,29.6,20.8,31.8,1015.7
87566,11.8,7.9,15.2,1020.5
87567,12.6,9.2,14.0,1014.0
87568,19.9,11.6,20.1,1028.3
87569,16.6,13.8,17.7,999.4
87570,37.6,27.0,38.3,1008.9
87571,25.5,20.5,25.9,1019.1
87572,26.9,19.4,28.5,1009.5
87573,17.8,17.0,22.7,1013.2
87574,30.4,26.4,31.6,1007.2
87575,16.9,17.3,17.9,1026.6
87576,23.2,16.2,23.6,1024.8
87577,26.6,21.9,27.5,1014.0
87578,28.7,24.9,29.5,1009.6
87579,27.0,24.5,27.0,
87580,5.3,3.4,6.2,1020.2
87581,18.5,12.4,19.3,1002.5
87582,13.0,11.3,15.3,1010.4
87583,13.4,12.3,17.6,1012.0
87584,26.3,22.6,27.1,1012.5
87585,19.7,15.0,20.4,1018.6
87586,26.8,25.0,32.2,
87587,32.3,23.7,33.3,1013.4
87588,37.7,26.3,38.9,1008.5
87589,17.5,13.9,17.7,1017.5
87590,34.5,22.8,39.0,1007.3
87591,16.9,8.0,17.5,1029.4
87592,30.8,22.7,32.8,1002.9
87593,19.1,14.7,20.9,1018.8
87594,15.2,13.2,16.6,1011.5
87595,30.4,21.6,31.1,1020.0
87596,19.7,17.7,21.3,1013.1
87597,32.6,22.8,33.7,1007.5
87598,16.2,19.5,21.1,1007.2
87599,38.5,30.3,39.8,1007.7
87600,26.5,24.6,27.8,1018.6
87601,29.4,23.5,30.5,1010.2
87602,19.9,14.4,21.5,1007.4
87603,12.7,8.7,14.1,1020.8
87604,17.7,10.0,18.6,1019.4
87605,21.0,19.0,22.8,1021.0
87606,,,29.0,
87607,15.1,9.0,15.6,1019.9
87608,39.5,33.7,41.6,1010.9
87609,39.0,27.0,39.8,1007.2
87610,29.2,20.4,30.3,1012.4
87611,16.4,8.0,17.4,
87612,12.6,8.2,14.0,
87613,17.9,10.3,18.6,1011.5
87614,21.1,19.7,22.9,1014.7
87615,22.8,16.2,24.4,1013.1
87616,33.4,29.2,38.2,999.2
87617,28.1,16.6,28.6,1014.8
87618,14.2,12.5,15.6,1011.3
87619,23.2,17.4,25.8,1013.7
87620,16.4,18.2,19.8,1017.1
87621,28.1,17.8,28.3,1024.3
87622,16.1,9.9,17.6,1023.3
87623,20.1,14.8,20.8,1021.7
87624,28.5,26.0,30.4,1009.8
87625,16.5,12.9,17.5,1016.9
87626,26.2,16.2,28.6,1018.7
87627,30.1,22.5,30.7,1018.1
87628,26.4,20.9,27.9,1004.7
87629,26.6,18.4,27.4,1012.6
87630,24.6,16.2,25.1,1019.4
87631,22.5,19.6,23.3,1010.6
87632,25.3,19.9,27.0,1009.9
87633,24.9,19.9,25.9,1014.2
87634,28.8,19.1,32.2,1017.2
87635,17.4,17.7,18.7,1016.7
87636,15.0,10.5,15.2,
87637,31.4,22.5,32.4,1016.2
87638,15.6,10.4,16.2,1012.6
87639,23.5,21.1,26.9,1014.3
87640,32.8,23.0,33.4,1009.5
87641,18.4,11.0,19.5,1023.0
87642,8.5,6.8,9.2,1015.2
87643,24.1,17.1,24.7,1017.0
87644,19.2,15.0,20.3,1007.9
87645,30.7,25.4,32.4,1012.4
87646,22.9,21.9,25.1,1011.1
87647,34.0,24.0,35.3,1013.8
87648,14.4,12.0,15.4,1022.5
87649,,28.8,36.6,1009.2
87650,19.3,12.4,20.4,1011.2
87651,31.1,23.5,32.2,1013.3
87652,18.4,15.6,19.0,1019.8
87653,31.5,23.2,32.3,1008.6
87654,24.2,20.5,24.9,1022.1
87655,23.2,19.3,24.1,1013.5
87656,27.9,19.0,29.0,1016.0
87657,17.1,14.3,18.0,1017.6
87658,18.8,15.1,20.7,1021.2
87659,22.8,21.7,23.6,1010.4
87660,13.1,13.7,15.6,1004.9
87661,17.7,11.9,18.3,1018.6
87662,30.5,20.8,31.3,1012.7
87663,24.3,20.0,24.9,1012.8
87664,29.3,17.6,29.5,1007.8
87665,14.1,10.6,14.5,1013.5
87666,12.6,9.8,14.6,1018.7
87667,24.8,23.7,28.5,1015.1
87668,13.8,10.8,16.0,1003.8
87669,26.0,20.8,27.3,1012.2
87670,30.3,24.4,31.9,1013.1
87671,16.7,11.2,17.9,1013.5
87672,27.9,27.7,31.2,1011.4
87673,21.6,19.7,23.2,1021.4
87674,16.5,15.0,17.6,1024.7
87675,20.8,14.0,21.8,1017.5
87676,5.0,3.7,5.5,
87677,23.2,19.2,25.0,1007.0
87678,21.6,18.8,23.3,1014.0
87679,31.7,24.1,33.9,1014.4
87680,23.9,22.3,25.3,1014.0
87681,20.1,18.8,21.4,1025.5
87682,29.9,20.4,30.7,1010.8
87683,12.0,5.7,12.7,1018.7
87684,14.8,13.6,15.0,1012.6
87685,,,18.2,1010.2
87686,17.0,16.6,17.9,1006.7
87687,16.9,15.5,18.9,1005.3
87688,21.9,15.3,23.0,1021.8
87689,19.6,10.0,20.4,1013.1
87690,29.2,24.2,30.2,1013.3
87691,16.1,17.2,19.4,1015.9
87692,32.0,24.7,34.0,1003.2
87693,21.7,18.7,23.8,1007.9
87694,24.6,25.1,28.2,1014.5
87695,16.6,12.9,17.8,1017.8
87696,28.6,26.1,30.4,1011.8
87697,25.2,21.0,26.5,
87698,24.8,23.1,25.4,1014.8
87699,20.6,20.2,21.5,1017.1
87700,11.2,7.6,11.8,1016.3
87701,20.5,17.2,22.2,
87702,13.8,13.6,18.4,1020.1
87703,34.7,23.1,36.4,1016.9
87704,27.1,25.9,30.4,1007.4
87705,12.9,10.0,13.2,1000.9
87706,32.4,23.7,33.3,1013.6
87707,25.1,17.5,26.2,1021.0
87708,13.0,6.9,13.7,1026.4
87709,5.4,2.5,6.0,
87710,11.0,9.6,13.1,1015.7
87711,6.8,5.1,7.6,
87712,21.4,17.6,22.4,1015.6
87713,18.1,17.1,18.4,1011.7
87714,25.0,16.5,25.7,1020.2
87715,15.1,11.5,16.3,1020.3
87716,10.4,4.4,12.3,1023.9
87717,14.5,8.6,15.2,1028.5
87718,32.8,29.7,33.5,1004.0
87719,18.6,9.4,19.5,1027.9
87720,14.4,12.7,15.9,1020.0
87721,15.2,14.0,16.6,1026.4
87722,22.6,14.7,22.7,1007.0
87723,21.2,18.9,23.1,1023.1
87724,22.6,27.0,30.0,1010.4
87725,31.6,29.1,32.3,1010.0
87726,25.6,23.5,27.4,1013.1
87727,17.6,17.5,19.3,1013.1
87728,38.4,31.4,39.5,1007.3
87729,17.1,13.7,18.4,1016.1
87730,26.2,26.6,31.0,1012.1
87731,21.4,16.7,22.7,1014.8
87732,12.7,11.6,13.9,1011.5
87733,15.0,12.6,16.5,1014.2
87734,28.5,18.6,29.6,
87735,16.3,13.6,17.2,1016.7
87736,15.5,10.0,16.0,
87737,20.0,12.0,21.1,1020.9
87738,20.8,18.2,22.4,1018.9
87739,15.5,13.2,18.0,1015.7
87740,17.6,11.8,18.4,
87741,25.0,21.7,26.2,1009.7
87742,25.6,18.2,26.4,1014.0
87743,16.1,9.7,16.9,1014.4
87744,16.2,12.2,18.0,1007.7
87745,17.4,16.2,18.7,1013.6
87746,19.4,21.6,22.1,1013.9
87747,21.7,22.5,23.0,
87748,19.7,9.1,20.5,1022.6
87749,12.6,7.9,14.8,1031.7
87750,11.2,8.4,13.7,
87751,31.0,28.8,32.1,1000.9
87752,16.9,16.5,19.7,1015.5
87753,25.9,27.2,30.3,1013.8
87754,21.4,18.7,22.1,1013.1
87755,13.7,11.8,15.2,993.4
87756,20.3,18.9,22.8,1009.6
87757,24.4,17.2,25.2,1017.5
87758,23.7,17.2,25.0,1013.8
87759,15.0,15.5,15.7,1016.8
87760,23.0,14.0,23.5,1024.0
87761,22.5,20.5,25.9,1017.3
87762,19.6,15.5,21.0,1014.0
87763,24.7,21.7,25.8,1016.2
87764,24.2,12.7,24.8,1014.5
87765,17.9,12.0,18.8,1013.8
87766,27.2,18.6,28.9,1018.5
87767,26.2,24.6,27.4,1016.1
87768,14.8,13.0,17.0,1014.3
87769,24.7,22.9,25.5,1019.4
87770,20.8,10.5,22.0,1017.9
87771,25.2,20.8,26.9,1008.3
87772,22.2,16.9,24.0,1018.1
87773,16.8,19.5,20.4,999.1
87774,24.3,14.4,25.0,1014.1
87775,27.6,23.3,29.3,1015.5
87776,29.3,22.5,31.0,1013.8
87777,17.5,15.8,19.7,1021.3
87778,20.9,18.2,21.7,1022.6
87779,25.3,22.6,27.0,1013.9
87780,30.2,22.6,31.4,1018.0
87781,16.8,15.0,17.4,1016.0
87782,29.8,28.0,31.1,1011.1
87783,21.6,19.4,23.0,1022.3
87784,12.8,11.0,15.1,1022.7
87785,26.8,23.3,27.1,1010.5
87786,23.1,18.7,24.8,1014.0
87787,20.2,17.1,21.5,1021.2
87788,30.8,29.2,32.0,1007.3
87789,22.0,15.7,22.6,1015.8
87790,25.9,16.0,26.9,1016.8
87791,12.9,11.4,13.4,1024.7
87792,21.1,15.9,22.8,1017.2
87793,24.2,16.2,25.2,1015.8
87794,21.7,11.6,24.5,1018.0
87795,12.6,9.9,14.6,1008.5
87796,26.5,17.2,26.9,1001.8
87797,33.6,30.6,37.5,1009.9
87798,24.1,19.1,26.0,1018.2
87799,17.7,11.3,19.9,1020.3
87800,26.1,17.2,27.4,1017.8
87801,25.1,21.4,25.6,1015.1
87802,27.7,17.7,28.7,1011.0
87803,20.6,15.9,21.9,1016.9
87804,24.8,20.2,25.6,1010.9
87805,,19.6,26.2,
87806,16.9,15.5,18.6,1018.8
87807,26.4,19.0,26.4,1011.2
87808,29.6,22.9,30.9,1006.9
87809,16.7,12.6,17.0,1011.0
87810,17.5,13.8,18.1,1022.2
87811,12.8,6.8,13.8,1032.9
87812,20.6,22.4,25.7,1015.3
87813,17.2,8.6,18.2,1022.4
87814,26.2,22.5,27.8,1013.1
87815,18.3,16.0,21.1,1011.7
87816,30.0,23.9,30.9,1022.7
87817,34.1,30.4,37.1,1012.2
87818,21.7,16.6,22.0,1000.4
87819,24.9,22.6,26.6,1014.6
87820,17.8,11.6,18.6,1019.4
87821,24.2,14.8,25.4,1010.8
87822,20.2,15.7,21.3,1025.4
87823,17.3,14.0,18.2,1031.0
87824,17.7,11.7,17.8,1019.6
87825,28.7,18.3,28.9,1013.1
87826,21.8,17.5,23.6,1013.4
87827,25.5,16.7,25.7,1027.3
87828,17.3,16.4,18.8,1008.0
87829,22.1,14.9,23.9,1013.1
87830,15.9,16.1,17.5,1015.7
87831,15.3,13.3,16.1,1024.0
87832,12.6,11.2,14.7,1030.6
87833,29.9,30.1,30.9,1014.0
87834,14.4,6.2,15.3,1024.0
87835,18.9,15.7,19.8,1030.7
87836,17.0,16.0,18.2,1015.8
87837,29.1,19.7,31.8,1013.6
87838,42.7,35.5,44.7,1003.7
87839,18.7,12.3,19.2,
87840,10.6,11.8,14.3,1014.2
87841,17.3,13.1,18.4,1018.1
87842,30.9,24.0,32.0,1014.8
87843,30.0,26.8,30.0,1011.3
87844,24.3,24.0,32.0,1013.3
87845,23.0,26.2,27.5,1013.8
87846,14.3,14.5,16.6,1028.8
87847,13.6,8.1,15.0,1022.1
87848,26.1,18.9,26.8,
87849,17.8,14.5,18.0,1017.6
87850,18.6,15.3,19.9,1009.0
87851,34.5,27.1,,1006.6
87852,16.4,12.5,17.0,1025.0
87853,16.0,13.8,17.2,1010.6
87854,18.4,8.9,19.3,1020.9
87855,21.3,20.3,23.7,1020.8
87856,24.8,16.7,26.6,1004.7
87857,22.8,14.5,23.5,1019.7
87858,16.6,13.6,18.0,1026.1
87859,21.8,14.0,23.1,1013.7
87860,29.4,24.4,30.1,1013.7
87861,25.6,20.6,27.4,
87862,23.9,20.8,28.2,1014.1
87863,41.4,34.9,42.9,1013.6
87864,18.3,15.7,20.2,1016.6
87865,28.0,17.1,29.6,1010.7
87866,13.8,13.8,14.9,1027.5
87867,12.4,8.1,13.2,1021.2
87868,26.9,22.2,28.0,1008.0
87869,,28.0,29.0,1006.3
87870,26.8,20.8,28.2,1016.4
87871,25.4,14.3,27.3,1015.4
87872,30.7,28.6,32.5,1009.9
87873,26.2,20.2,28.0,1016.2
87874,,15.2,19.5,1026.4
87875,13.9,6.9,14.9,
87876,21.9,21.5,23.1,1005.1
87877,21.0,12.6,21.7,1024.3
87878,15.6,11.8,16.8,1016.3
87879,,,,
87880,5.4,6.6,8.5,
87881,21.4,13.0,,1019.1
87882,19.3,8.4,19.7,1023.4
87883,24.1,21.9,26.3,1015.5
87884,14.8,12.6,15.9,1009.8
87885,27.3,27.9,32.0,1007.2
87886,22.5,25.2,27.5,1008.7
87887,15.8,12.3,16.7,1028.7
87888,22.2,19.6,24.5,1019.8
87889,17.0,17.0,21.7,
87890,26.0,24.1,26.2,1014.7
87891,23.1,15.9,25.1,1019.6
87892,21.8,17.9,22.7,1010.9
87893,20.8,16.8,22.0,1016.0
87894,27.6,19.7,28.3,1006.3
87895,18.8,18.0,,1014.9
87896,18.8,17.2,19.7,1009.0
87897,15.2,,15.7,1018.8
87898,21.1,14.1,22.5,1019.1
